sub	sess	t	loc	cue	co1	co2	or	resp	rt
2	1	1	2	3	0.1395	0.0500	0	0	1.328
2	1	2	1	2	0.1395	0.0500	1	0	1.394
2	1	3	2	2	0.1395	0.0500	0	0	1.032
2	1	4	1	2	0.1395	0.0500	1	0	0.851
2	1	5	1	1	0.1395	0.0500	1	0	1.107
